	wavelength	B1	B2	B3	B4	B5	B6	B7	B8	B9	B10	B11	B12
249	549.0	0.0	0.0	0.0	0.886745456	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
250	550.0	0.0	0.0	0.0	0.88086192	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
251	551.0	0.0	0.0	0.0	0.878427168	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
252	552.0	0.0	0.0	0.0	0.875992416	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
253	553.0	0.0	0.0	0.0	0.880304792	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
254	554.0	0.0	0.0	0.0	0.891364296	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
255	555.0	0.0	0.0	0.0	0.9024238	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
256	556.0	0.0	0.0	0.0	0.927271768	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
257	557.0	0.0	0.0	0.0	0.952119736	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
258	558.0	0.0	0.0	0.0	0.965716042	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
259	559.0	0.0	0.0	0.0	0.968060686	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
260	560.0	0.0	0.0	0.0	0.97040533	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
261	561.0	0.0	0.0	0.0	0.964056814	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
262	562.0	0.0	0.0	0.0	0.957708298	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
263	563.0	0.0	0.0	0.0	0.957634044	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
264	564.0	0.0	0.0	0.0	0.963834052	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
265	565.0	0.0	0.0	0.0	0.97003406	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
266	566.0	0.0	0.0	0.0	0.972565844	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
267	567.0	0.0	0.0	0.0	0.975097628	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
268	568.0	0.0	0.0	0.0	0.979254852	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
269	569.0	0.0	0.0	0.0	0.985037516	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
270	570.0	0.0	0.0	0.0	0.99082018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
271	571.0	0.0	0.0	0.0	0.941212468	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
272	572.0	0.0	0.0	0.0	0.891604756	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
273	573.0	0.0	0.0	0.0	0.715736276	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
274	574.0	0.0	0.0	0.0	0.4136070279999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
275	575.0	0.0	0.0	0.0	0.11147778	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
276	576.0	0.0	0.0	0.0	0.067889244	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
277	577.0	0.0	0.0	0.0	0.024300708	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
278	578.0	0.0	0.0	0.0	0.002028828	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
279	579.0	0.0	0.0	0.0	0.001073604	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
280	580.0	0.0	0.0	0.0	0.00011838	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
281	581.0	0.0	0.0	0.0	7.1028e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
282	582.0	0.0	0.0	0.0	2.3675999999999995e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
283	583.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
284	584.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
285	585.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
286	586.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
287	587.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
288	588.0	0.0	0.0	0.0	0.0	0.0	0.000132948	0.0	0.0	0.0	0.0	0.0	0.0
289	589.0	0.0	0.0	0.0	0.0	0.0	0.000398844	0.0	0.0	0.0	0.0	0.0	0.0
290	590.0	0.0	0.0	0.0	0.0	0.0	0.00066474	0.0	0.0	0.0	0.0	0.0	0.0
291	591.0	0.0	0.0	0.0	0.0	0.000225468	0.000870596	0.0	0.0	0.0	0.0	0.0	0.0
292	592.0	0.0	0.0	0.0	0.0	0.000450936	0.001076452	0.0	0.0	0.0	0.0	0.0	0.0
293	593.0	0.0	0.0	0.0	0.0	0.000713834	0.001285908	0.0	0.0	0.0	0.0	0.0	0.0
294	594.0	0.0	0.0	0.0	0.0	0.0010141619999999	0.001498964	0.0	0.0	0.0	0.0	0.0	0.0
295	595.0	0.0	0.0	0.0	0.0	0.00131449	0.00171202	0.0	0.0	0.0	0.0	0.0	0.0
296	596.0	0.0	0.0	0.0	0.0	0.002393618	0.009217852	0.0	0.0	0.0	0.0	0.0	0.0
297	597.0	0.0	0.0	0.0	0.0	0.0034727459999999	0.016723684	0.0	0.0	0.0	0.0	0.0	0.0
298	598.0	0.0	0.0	0.0	0.0	0.030173728	0.1007512439999999	0.0	0.0	0.0	0.0	0.0	0.0
299	599.0	0.0	0.0	0.0	0.0	0.082496564	0.261300532	0.0	0.0	0.0	0.0	0.0	0.0
300	600.0	0.0	0.0	0.0	0.0	0.1348194	0.42184982	0.0	0.0	0.0	0.0	0.0	0.0
301	601.0	0.0	0.0	0.0	0.0	0.395000984	0.6054197	0.0	0.0	0.0	0.0	0.0	0.0
302	602.0	0.0	0.0	0.0	0.0	0.6551825680000001	0.78898958	0.0	0.0	0.0	0.0	0.0	0.0
303	603.0	0.0	0.0	0.0	0.0	0.806202374	0.887322852	0.0	0.0	0.0	0.0	0.0	0.0
304	604.0	0.0	0.0	0.0	0.0	0.848060402	0.900419516	0.0	0.0	0.0	0.0	0.0	0.0
305	605.0	0.0	0.0	0.0	0.0	0.88991843	0.91351618	0.0	0.0	0.0	0.0	0.0	0.0
306	606.0	0.0	0.0	0.0	0.0	0.885343318	0.91624354	0.0	0.0	0.0	0.0	0.0	0.0
307	607.0	0.0	0.0	0.0	0.0	0.8807682059999999	0.9189709	0.0	0.0	0.0	0.0	0.0	0.0
308	608.0	0.0	0.0	0.0	0.0	0.887198358	0.922418178	0.0	0.0	0.0	0.0	0.0	0.0
309	609.0	0.0	0.0	0.0	0.0	0.904633774	0.926585374	0.0	0.0	0.0	0.0	0.0	0.0
310	610.0	0.0	0.0	0.0	0.0	0.92206919	0.93075257	0.0	0.0	0.0	0.0	0.0	0.0
311	611.0	0.0	0.0	0.0	0.0	0.947851962	0.928880914	0.0	0.0	0.0	0.0	0.0	0.0
312	612.0	0.0	0.0	0.0	0.0	0.973634734	0.927009258	0.0	0.0	0.0	0.0	0.0	0.0
313	613.0	0.0	0.0	0.0	0.0	0.980226022	0.934811132	0.0	0.0	0.0	0.0	0.0	0.0
314	614.0	0.0	0.0	0.0	0.0	0.967625826	0.952286536	0.0	0.0	0.0	0.0	0.0	0.0
315	615.0	0.0	0.0	0.0	0.0	0.95502563	0.96976194	0.0	0.0	0.0	0.0	0.0	0.0
316	616.0	0.0	0.0	0.0	0.0	0.962588914	0.97392068	0.0	0.0	0.0	0.0	0.0	0.0
317	617.0	0.0	0.0	0.0	0.0	0.970152198	0.97807942	0.0	0.0	0.0	0.0	0.0	0.0
318	618.0	0.0	0.0	0.0	0.0	0.97310805	0.976440986	0.0	0.0	0.0	0.0	0.0	0.0
319	619.0	0.0	0.0	0.0	0.0	0.97145647	0.969005378	0.0	0.0	0.0	0.0	0.0	0.0
320	620.0	0.0	0.0	0.0	0.0	0.96980489	0.96156977	0.0	0.0	0.0	0.0	0.0	0.0
321	621.0	0.0	0.0	0.0	0.0	0.961381106	0.975305266	0.0	0.0	0.0	0.0	0.0	0.0
322	622.0	0.0	0.0	0.0	0.0	0.952957322	0.989040762	0.0	0.0	0.0	0.0	0.0	0.0
323	623.0	0.0	0.0	0.0	0.0	0.956045936	0.991919976	0.0	0.0	0.0	0.0	0.0	0.0
324	624.0	0.0	0.0	0.0	0.0	0.970646948	0.983942908	0.0	0.0	0.0	0.0	0.0	0.0
325	625.0	0.0	0.0	0.0	0.0	0.98524796	0.97596584	0.0	0.0	0.0	0.0	0.0	0.0
326	626.0	0.0	0.0	0.0	0.0	0.959189764	0.9733407	0.0	0.0	0.0	0.0	0.0	0.0
327	627.0	0.0	0.0	0.0	0.0	0.933131568	0.97071556	0.0	0.0	0.0	0.0	0.0	0.0
328	628.0	0.0	0.0	0.0	0.0	0.917895878	0.957930482	0.0	0.0	0.0	0.0	0.0	0.0
329	629.0	0.0	0.0	0.0	0.0	0.913482694	0.934985466	0.0	0.0	0.0	0.0	0.0	0.0
330	630.0	0.0	0.0	0.0	0.0	0.90906951	0.91204045	0.0	0.0	0.0	0.0	0.0	0.0
331	631.0	0.0	0.0	0.0	0.0	0.920292934	0.907108486	0.0	0.0	0.0	0.0	0.0	0.0
332	632.0	0.0	0.0	0.0	0.0	0.931516358	0.902176522	0.0	0.0	0.0	0.0	0.0	0.0
333	633.0	0.0	0.0	0.0	0.0	0.93879532	0.901658808	0.0	0.0	0.0	0.0	0.0	0.0
334	634.0	0.0	0.0	0.0	0.0	0.94212982	0.905555344	0.0	0.0	0.0	0.0	0.0	0.0
335	635.0	0.0	0.0	0.0	0.0	0.94546432	0.90945188	0.0	0.0	0.0	0.0	0.0	0.0
336	636.0	0.0	0.0	0.0	0.0	0.794469332	0.853089132	0.00070694	0.0	0.0	0.0	0.0	0.0
337	637.0	0.0	0.0	0.0	0.0	0.6434743439999999	0.796726384	0.00141388	0.0	0.0	0.0	0.0	0.0
338	638.0	0.0	0.0	0.0	0.0	0.46771712	0.657896598	0.001791662	0.0	0.0	0.0	0.0	0.0
339	639.0	0.0	0.0	0.0	0.0	0.26719766	0.4365997739999999	0.001840286	0.0	0.0	0.0	0.0	0.0
340	640.0	0.0	0.0	0.0	0.0	0.0666782	0.21530295	0.00188891	0.0	0.0	0.0	0.0	0.0
341	641.0	0.0	0.0	0.0	0.0	0.040864028	0.131513846	0.001886442	0.0	0.0	0.0	0.0	0.0
342	642.0	0.0	0.0	0.0	0.0	0.015049856	0.047724742	0.0018839739999999	0.0	0.0	0.0	0.0	0.0
343	643.0	0.0	0.0	0.0	0.0	0.001852038	0.004858052	0.0019399299999999	0.0	0.0	0.0	0.0	0.0
344	644.0	0.0	0.0	0.0	0.0	0.001270574	0.002913776	0.00205431	0.0	0.0	0.0	0.0	0.0
345	645.0	0.0	0.0	0.0	0.0	0.00068911	0.0009695	0.00216869	0.0	0.0	0.0	0.0	0.0
346	646.0	0.0	0.0	0.0	0.0	0.000413466	0.0005817	0.002492142	0.0	0.0	0.0	0.0	0.0
347	647.0	0.0	0.0	0.0	0.0	0.000137822	0.0001939	0.002815594	0.0	0.0	0.0	0.0	0.0
348	648.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006432096	0.0	0.0	0.0	0.0	0.0
349	649.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013341648	0.0	0.0	0.0	0.0	0.0
350	650.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0202512	0.0	0.0	0.0	0.0	0.0
351	651.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1766863399999999	0.0	0.0	0.0	0.0	0.0
352	652.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3331214799999999	0.0	0.0	0.0	0.0	0.0
353	653.0	0.0	0.0	0.0	0.0	0.0	0.0	0.514284956	0.0	0.0	0.0	0.0	0.0
354	654.0	0.0	0.0	0.0	0.0	0.0	0.0	0.720176768	0.0	0.0	0.0	0.0	0.0
355	655.0	0.0	0.0	0.0	0.0	0.0	0.0	0.92606858	0.0	0.0	0.0	0.0	0.0
356	656.0	0.0	0.0	0.0	0.0	0.0	0.0	0.945178568	0.0	0.0	0.0	0.0	0.0
357	657.0	0.0	0.0	0.0	0.0	0.0	0.0	0.964288556	0.0	0.0	0.0	0.0	0.0
358	658.0	0.0	0.0	0.0	0.0	0.0	0.0	0.968617834	0.0	0.0	0.0	0.0	0.0
359	659.0	0.0	0.0	0.0	0.0	0.0	0.0	0.958166402	0.0	0.0	0.0	0.0	0.0
360	660.0	0.0	0.0	0.0	0.0	0.0	0.0	0.94771497	0.0	0.0	0.0	0.0	0.0
361	661.0	0.0	0.0	0.0	0.0	0.0	0.0	0.966413594	0.0	0.0	0.0	0.0	0.0
362	662.0	0.0	0.0	0.0	0.0	0.0	0.0	0.985112218	0.0	0.0	0.0	0.0	0.0
363	663.0	0.0	0.0	0.0	0.0	0.0	0.0	0.993905694	0.0	0.0	0.0	0.0	0.0
364	664.0	0.0	0.0	0.0	0.0	0.0	0.0	0.992794022	0.0	0.0	0.0	0.0	0.0
365	665.0	0.0	0.0	0.0	0.0	0.0	0.0	0.99168235	0.0	0.0	0.0	0.0	0.0
366	666.0	0.0	0.0	0.0	0.0	0.0	0.0	0.960129734	0.0	0.0	0.0	0.0	0.0
367	667.0	0.0	0.0	0.0	0.0	0.0	0.0	0.928577118	0.0	0.0	0.0	0.0	0.0
368	668.0	0.0	0.0	0.0	0.0	0.0	0.0	0.906317198	0.0	0.0	0.0	0.0	0.0
369	669.0	0.0	0.0	0.0	0.0	0.0	0.0	0.893349974	0.0	0.0	0.0	0.0	0.0
370	670.0	0.0	0.0	0.0	0.0	0.0	0.0	0.88038275	0.0	0.0	0.0	0.0	0.0
371	671.0	0.0	0.0	0.0	0.0	0.0	0.0	0.867836594	0.0	0.0	0.0	0.0	0.0
372	672.0	0.0	0.0	0.0	0.0	0.0	0.0	0.855290438	0.0	0.0	0.0	0.0	0.0
373	673.0	0.0	0.0	0.0	0.0	0.0	0.0	0.86169065	0.0	0.0	0.0	0.0	0.0
374	674.0	0.0	0.0	0.0	0.0	0.0	0.0	0.88703723	0.0	0.0	0.0	0.0	0.0
375	675.0	0.0	0.0	0.0	0.0	0.0	0.0	0.91238381	0.0	0.0	0.0	0.0	0.0
376	676.0	0.0	0.0	0.0	0.0	0.0	0.0	0.879737118	0.0	0.0	0.0	0.0	0.0
377	677.0	0.0	0.0	0.0	0.0	0.0	0.0	0.847090426	0.0	0.0	0.0	0.0	0.0
378	678.0	0.0	0.0	0.0	0.0	0.0	0.0	0.77266076	0.0	0.0	0.0	0.0	0.0
379	679.0	0.0	0.0	0.0	0.0	0.0	0.0	0.65644812	0.0	0.0	0.0	0.0	0.0
380	680.0	0.0	0.0	0.0	0.0	0.0	0.0	0.54023548	0.0	0.0	0.0	0.0	0.0
381	681.0	0.0	0.0	0.0	0.0	0.0	0.0	0.340467348	0.0	0.0	0.0	0.0	0.0
382	682.0	0.0	0.0	0.0	0.0	0.0	0.0	0.140699216	0.0	0.0	0.0	0.0	0.0
383	683.0	0.0	0.0	0.0	0.0	0.0	0.0	0.033270372	0.0001753999999999	0.0	0.0	0.0	0.0
384	684.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018180816	0.0005261999999999	0.0	0.0	0.0	0.0
385	685.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00309126	0.000877	0.0	0.0	0.0	0.0
386	686.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002349352	0.011042092	0.0	0.0	0.0	0.0
387	687.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001607444	0.021207184	0.0	0.0	0.0	0.0
388	688.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000989192	0.1081257579999999	0.0	0.0	0.0	0.0
389	689.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004945959999999	0.2717978139999999	0.0	0.0	0.0	0.0
390	690.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.43546987	0.0	0.0	0.0	0.0
391	691.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.606226186	0.0	0.0	0.0	0.0
392	692.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7769825020000001	0.0	0.0	0.0	0.0
393	693.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.872319142	0.0	0.0	0.0	0.0
394	694.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.892236106	0.0	0.0	0.0	0.0
395	695.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.91215307	0.0	0.0	0.0	0.0
396	696.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.92413883	0.0	0.0	0.0	0.0
397	697.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.93612459	0.0	0.0	0.0	0.0
398	698.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.928827556	0.0	0.0	0.0	0.0
399	699.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.902247728	0.0	0.0	0.0	0.0
400	700.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8756679	0.0	0.0	0.0	0.0
401	701.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8904126720000001	0.0	0.0	0.0	0.0
402	702.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.905157444	0.0	0.0	0.0	0.0
403	703.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.908702202	0.0	0.0	0.0	0.0
404	704.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.901046946	0.0	0.0	0.0	0.0
405	705.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.89339169	0.0	0.0	0.0	0.0
406	706.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.902681026	0.0	0.0	0.0	0.0
407	707.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.911970362	0.0	0.0	0.0	0.0
408	708.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.927879222	0.0	0.0	0.0	0.0
409	709.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.950407606	0.0	0.0	0.0	0.0
410	710.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.97293599	0.0	0.0	0.0	0.0
411	711.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.922376778	0.0	0.0	0.0	0.0
412	712.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.871817566	0.0	0.0	0.0	0.0
413	713.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.692277184	0.0	0.0	0.0	0.0
414	714.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3837556319999999	0.0	0.0	0.0	0.0
415	715.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07523408	0.0	0.0	0.0	0.0
416	716.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0462961479999999	0.0	0.0	0.0	0.0
417	717.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0173582159999999	0.0	0.0	0.0	0.0
418	718.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0023114	0.0	0.0	0.0	0.0
419	719.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0011557	0.0	0.0	0.0	0.0
420	720.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
421	721.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
422	722.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
423	723.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00021161	0.0	0.0	0.0
424	724.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00063483	0.0	0.0	0.0
425	725.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00105805	0.0	0.0	0.0
426	726.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001196294	0.0	0.0	0.0
427	727.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001334538	0.0	0.0	0.0
428	728.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002046274	0.0	0.0	0.0
429	729.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003331502	0.0	0.0	0.0
430	730.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00461673	0.0	0.0	0.0
431	731.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.101250226	0.0	0.0	0.0
432	732.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.197883722	0.0	0.0	0.0
433	733.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.37646299	0.0	0.0	0.0
434	734.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6369880299999999	0.0	0.0	0.0
435	735.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.89751307	0.0	0.0	0.0
436	736.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.910205414	0.0	0.0	0.0
437	737.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.922897758	0.0	0.0	0.0
438	738.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.94131215	0.0	0.0	0.0
439	739.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.96544859	0.0	0.0	0.0
440	740.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.98958503	0.0	0.0	0.0
441	741.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.965264366	0.0	0.0	0.0
442	742.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.940943702	0.0	0.0	0.0
443	743.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.934777786	0.0	0.0	0.0
444	744.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.946766618	0.0	0.0	0.0
445	745.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.95875545	0.0	0.0	0.0
446	746.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.932151326	0.0	0.0	0.0
447	747.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.905547202	0.0	0.0	0.0
448	748.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7374002	0.0	0.0	0.0
449	749.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.42771032	0.0	0.0	0.0
450	750.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11802044	0.0	0.0	0.0
451	751.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.071759424	0.0	0.0	0.0
452	752.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025498408	0.0	0.0	0.0
453	753.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00189432	0.0	0.0	0.0
454	754.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0009471599999999	0.0	0.0	0.0
455	755.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
456	756.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
457	757.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
458	758.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
459	759.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
460	760.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
461	761.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
462	762.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
463	763.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
464	764.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
465	765.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
466	766.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
467	767.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
468	768.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00022536	0.0	0.0
469	769.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00067608	0.0	0.0
470	770.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0011268	0.0	0.0
471	771.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0232662	0.0	0.0
472	772.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0454056	0.0	0.0
473	773.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.187897618	0.0	0.0
474	774.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4507422539999999	0.0	0.0
475	775.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.71358689	0.0	0.0
476	776.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.739407146	0.0	0.0
477	777.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.765227402	0.0	0.0
478	778.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7882047839999999	0.0	0.0
479	779.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.808339292	0.0	0.0
480	780.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8284738	0.0	0.0
481	781.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.880039888	0.0	0.0
482	782.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.931605976	0.0	0.0
483	783.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.95788016	0.0	0.0
484	784.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.95886244	0.0	0.0
485	785.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.95984472	0.0	0.0
486	786.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.964985484	0.0	0.0
487	787.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.970126248	0.0	0.0
488	788.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8486948299999999	0.0	0.0
489	789.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6006912299999999	0.0	0.0
490	790.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35268763	0.0	0.0
491	791.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21267285	0.0	0.0
492	792.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07265807	0.0	0.0
493	793.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002120544	0.0	0.0
